,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_Spain
2315,662,Female,3.6375861597263857,6,0.0,2,1,0,51229.17,0,True,False,False
2316,649,Female,3.9318256327243257,5,155393.32,1,1,1,87351.42,1,False,True,False
2317,630,Female,3.6109179126442243,2,110414.48,1,1,1,48984.95,0,True,False,False
2318,672,Male,3.5263605246161616,2,0.0,2,1,1,182738.0,0,False,False,True
2319,636,Female,3.6375861597263857,9,157098.52,1,1,1,153535.27,0,False,True,False
2320,593,Female,3.6635616461296463,5,85626.6,1,1,1,125079.65,0,False,True,False
2321,545,Male,3.828641396489095,6,93796.42,2,1,1,162321.26,0,False,True,False
2322,567,Female,3.7376696182833684,1,0.0,2,1,0,3414.72,0,False,False,True
2323,583,Male,3.9512437185814275,6,125268.03,2,1,0,165082.25,0,True,False,False
2324,681,Female,3.4011973816621555,2,148143.84,1,1,1,52021.39,0,True,False,False
2325,762,Male,3.4011973816621555,10,115545.33,2,1,0,148256.43,0,False,False,True
2326,648,Male,3.58351893845611,7,0.0,2,0,0,122899.01,0,False,False,True
2327,644,Male,3.4339872044851463,5,44928.88,1,1,1,10771.46,0,True,False,False
2328,706,Male,3.4011973816621555,2,0.0,2,1,1,18255.51,0,False,False,True
2329,850,Male,3.58351893845611,3,162442.35,1,1,0,183566.78,0,True,False,False
2330,484,Female,3.6888794541139363,5,0.0,2,1,1,175224.12,0,False,False,True
2331,508,Male,3.367295829986474,0,96213.82,2,1,0,147913.56,0,False,True,False
2332,439,Female,3.4011973816621555,6,156569.43,1,1,0,180598.66,0,True,False,False
2333,484,Male,3.6109179126442243,8,0.0,2,1,0,186136.48,0,False,False,True
2334,803,Female,3.6375861597263857,1,0.0,2,0,0,7455.2,0,False,False,True
2335,724,Female,3.8918202981106265,6,110463.25,2,1,1,80552.11,1,False,True,False
2336,640,Male,3.5263605246161616,7,154575.76,1,1,0,25722.28,1,True,False,False
2337,701,Female,3.58351893845611,9,0.0,2,0,0,170996.86,0,False,False,True
2338,537,Male,3.6375861597263857,3,0.0,2,1,1,20603.32,0,True,False,False
2339,651,Male,3.295836866004329,5,147037.32,1,0,0,141763.26,0,False,True,False
2340,523,Male,3.7376696182833684,0,119276.31,1,0,0,122284.38,1,False,True,False
2341,717,Female,3.258096538021482,7,108664.85,2,1,0,190011.85,0,True,False,False
2342,593,Male,3.8066624897703196,5,0.0,1,1,0,128046.98,0,False,False,True
2343,706,Male,3.6635616461296463,5,163034.82,2,1,1,135662.17,0,False,True,False
2344,714,Female,3.912023005428146,4,93059.34,1,1,0,7571.51,1,False,True,False
2345,794,Male,3.6635616461296463,9,179581.31,1,1,0,23596.24,0,False,False,True
2346,518,Male,3.8501476017100584,4,113625.93,1,0,0,92727.42,1,False,True,False
2347,589,Male,4.02535169073515,7,119961.48,1,1,0,65156.83,1,False,True,False
2348,824,Male,3.828641396489095,3,129209.48,1,0,0,60151.77,0,True,False,False
2349,719,Female,3.7612001156935624,5,137227.04,3,1,0,149097.38,1,False,True,False
2350,617,Female,4.07753744390572,3,119024.75,2,1,0,35199.24,1,False,True,False
2351,651,Male,3.58351893845611,7,74623.5,3,1,0,129451.29,1,True,False,False
2352,637,Female,3.828641396489095,2,157929.45,1,1,1,145134.49,1,False,False,True
2353,554,Female,3.295836866004329,7,92606.86,2,1,0,192709.69,0,True,False,False
2354,731,Male,3.58351893845611,2,127862.93,2,1,0,139083.7,0,False,True,False
2355,569,Female,3.7612001156935624,1,0.0,1,1,1,83629.6,1,False,False,True
2356,625,Female,3.6375861597263857,4,142711.81,1,1,0,35625.41,0,False,True,False
2357,592,Female,3.6635616461296463,4,0.0,2,1,0,35338.96,0,True,False,False
2358,669,Male,3.784189633918261,1,163159.85,1,0,1,15602.8,0,True,False,False
2359,663,Male,3.4965075614664802,3,108586.86,1,1,1,182355.21,0,False,True,False
2360,518,Female,3.7376696182833684,5,110624.99,1,1,0,89327.67,0,False,True,False
2361,686,Female,3.784189633918261,5,154846.24,2,1,1,151903.6,0,False,True,False
2362,709,Male,3.828641396489095,4,122917.71,1,1,1,11.58,1,False,True,False
2363,571,Female,3.5263605246161616,9,0.0,2,0,1,77519.62,0,True,False,False
2364,707,Female,3.4657359027997265,2,82787.93,2,0,0,91423.69,0,True,False,False
2365,701,Male,3.4965075614664802,5,102500.34,1,0,0,106287.77,0,False,True,False
2366,672,Male,3.5553480614894135,9,0.0,2,1,0,161800.77,0,True,False,False
2367,620,Male,3.6888794541139363,9,159492.79,1,1,0,80582.34,1,False,True,False
2368,557,Male,3.8918202981106265,10,0.0,2,1,1,185094.48,0,False,False,True
2369,648,Female,4.007333185232471,7,118241.02,1,1,0,172586.89,1,False,False,True
2370,479,Female,3.58351893845611,2,113090.4,1,1,0,195649.79,0,True,False,False
2371,730,Female,3.1354942159291497,9,65763.57,1,1,1,145792.01,0,True,False,False
2372,737,Female,3.784189633918261,1,125537.38,1,1,0,138510.01,1,False,True,False
2373,616,Male,3.4657359027997265,3,94263.91,2,1,0,168895.06,0,True,False,False
2374,639,Male,3.4011973816621555,4,133434.57,2,1,0,97983.44,0,False,False,True
2375,815,Female,3.6888794541139363,6,0.0,1,1,1,85167.88,0,False,False,True
2376,786,Male,3.4657359027997265,9,0.0,2,1,1,18210.36,0,False,False,True
2377,549,Male,3.9318256327243257,9,94748.76,2,0,1,13608.18,0,True,False,False
2378,622,Female,3.6635616461296463,4,98640.74,1,1,1,110457.99,0,True,False,False
2379,624,Male,3.295836866004329,9,74681.9,2,0,0,31231.35,0,True,False,False
2380,841,Male,3.5553480614894135,4,0.0,2,1,0,141582.66,0,True,False,False
2381,614,Female,3.7376696182833684,7,179915.85,1,0,0,14666.35,1,False,False,True
2382,676,Male,3.4339872044851463,1,128207.23,1,1,1,55400.17,0,True,False,False
2383,697,Male,3.7612001156935624,9,132739.26,2,0,0,174667.65,0,True,False,False
2384,732,Female,3.713572066704308,10,0.0,2,1,0,154189.08,0,True,False,False
2385,623,Male,3.332204510175204,4,120509.81,1,0,0,142170.44,0,True,False,False
2386,541,Male,3.8501476017100584,4,124547.13,2,1,0,94499.06,0,True,False,False
2387,773,Female,3.6888794541139363,4,0.0,2,0,1,182081.45,0,False,False,True
2388,762,Male,3.5553480614894135,4,88815.56,2,1,0,68562.26,1,False,True,False
2389,655,Female,3.58351893845611,1,82231.51,2,1,0,88798.02,0,False,False,True
2390,602,Male,3.4965075614664802,7,184715.86,2,1,0,113781.99,0,False,True,False
2391,850,Male,3.4657359027997265,3,0.0,2,1,0,121866.87,0,True,False,False
2392,649,Male,3.9512437185814275,4,0.0,1,1,1,150390.57,0,False,False,True
2393,850,Male,3.367295829986474,4,147972.19,1,1,0,60708.72,1,False,True,False
2394,543,Male,3.784189633918261,9,0.0,2,1,1,78858.07,0,True,False,False
2395,672,Male,3.970291913552122,8,170008.84,1,0,0,56407.42,1,True,False,False
2396,600,Female,3.332204510175204,3,0.0,2,0,1,125698.97,0,True,False,False
2397,671,Female,3.5553480614894135,10,0.0,1,1,0,23235.38,0,False,False,True
2398,706,Female,3.7612001156935624,8,95386.82,1,1,1,75732.25,0,False,False,True
2399,541,Male,3.9512437185814275,7,90373.28,2,1,0,179861.79,0,False,True,False
2400,711,Male,3.5553480614894135,4,133467.77,2,1,1,42976.64,0,False,True,False
2401,630,Male,3.4339872044851463,3,0.0,2,0,1,10486.69,0,False,False,True
2402,531,Male,3.4657359027997265,3,96288.26,1,1,0,56794.73,0,True,False,False
2403,641,Female,3.295836866004329,4,91547.84,2,0,1,28157.34,0,True,False,False
2404,631,Male,3.6375861597263857,8,138292.64,2,0,0,152422.91,1,False,True,False
2405,685,Male,3.58351893845611,9,0.0,1,1,0,167033.83,0,True,False,False
2406,702,Male,3.4965075614664802,8,71667.74,1,1,1,126082.18,0,False,False,True
2407,708,Female,3.784189633918261,0,118994.84,1,1,0,181499.77,1,False,True,False
2408,653,Male,4.02535169073515,7,0.0,2,1,1,41967.03,0,False,False,True
2409,654,Male,3.6375861597263857,2,145610.07,2,0,0,186300.59,0,False,True,False
2410,596,Female,3.5263605246161616,1,138162.81,1,1,0,85412.54,0,True,False,False
2411,549,Female,3.4657359027997265,9,135020.21,2,1,1,23343.18,0,False,True,False
2412,754,Male,3.6635616461296463,2,0.0,2,1,0,180698.32,0,True,False,False
2413,815,Female,3.258096538021482,8,135161.67,1,1,1,136071.05,0,False,True,False
2414,556,Female,3.970291913552122,9,0.0,1,1,0,175149.2,1,True,False,False
2415,706,Male,3.4965075614664802,6,94486.47,1,1,1,146949.74,0,True,False,False
2416,850,Male,3.8501476017100584,9,117640.39,1,1,0,88920.68,0,True,False,False
2417,732,Female,3.5263605246161616,8,111379.55,1,1,1,45098.62,0,False,False,True
2418,614,Male,3.713572066704308,6,0.0,1,1,1,20339.79,1,True,False,False
2419,580,Female,4.060443010546419,0,136820.99,1,0,1,108528.74,0,False,False,True
2420,593,Female,3.8501476017100584,7,98752.51,1,1,0,145560.38,0,True,False,False
2421,653,Female,3.258096538021482,2,158266.42,3,1,1,199357.24,0,False,True,False
2422,746,Female,3.4011973816621555,4,105599.67,1,1,1,43106.17,0,True,False,False
2423,662,Female,3.4011973816621555,10,0.0,2,1,0,137508.31,0,True,False,False
2424,573,Male,3.4657359027997265,2,0.0,2,1,1,91957.39,0,True,False,False
2425,684,Female,3.6888794541139363,4,139723.9,1,1,1,120612.11,0,False,False,True
2426,793,Female,3.7376696182833684,3,141806.46,1,1,0,102921.17,0,True,False,False
2427,798,Female,3.912023005428146,5,132571.67,1,1,1,31686.33,1,False,True,False
2428,524,Male,3.713572066704308,2,180516.9,1,1,0,180002.42,0,True,False,False
2429,816,Male,3.4657359027997265,8,0.0,2,1,1,28407.4,0,True,False,False
2430,742,Female,3.7376696182833684,4,92805.72,1,0,1,73743.95,1,False,True,False
2431,540,Male,3.1354942159291497,4,0.0,3,1,1,186233.26,1,True,False,False
2432,537,Male,3.6888794541139363,3,135309.36,1,1,0,31728.86,1,False,True,False
2433,759,Female,4.31748811353631,6,128917.84,1,1,1,48244.64,0,False,False,True
2434,774,Female,3.970291913552122,2,56580.93,1,1,0,113266.28,1,True,False,False
2435,608,Male,3.7612001156935624,8,131390.75,2,1,0,71178.09,0,False,True,False
2436,704,Male,3.6375861597263857,4,0.0,2,0,0,25684.93,0,False,False,True
2437,581,Male,3.7376696182833684,8,0.0,2,0,0,29737.14,0,True,False,False
2438,628,Female,4.127134385045092,1,97361.66,1,1,1,149922.38,1,False,True,False
2439,566,Female,3.7612001156935624,6,0.0,1,1,0,180702.12,1,True,False,False
2440,701,Male,4.0943445622221,7,0.0,2,0,1,27597.59,0,False,False,True
2441,735,Male,3.4011973816621555,10,0.0,2,1,1,95025.27,0,False,False,True
2442,680,Female,3.5553480614894135,1,0.0,2,1,0,167035.07,0,True,False,False
2443,560,Male,4.060443010546419,0,0.0,2,0,1,116781.71,0,True,False,False
2444,663,Female,3.4011973816621555,4,102714.65,2,0,0,21170.81,0,False,True,False
2445,665,Female,3.5553480614894135,5,67816.72,1,1,1,29641.58,0,True,False,False
2446,758,Male,3.9512437185814275,8,81710.46,1,1,1,116520.07,0,True,False,False
2447,621,Male,3.295836866004329,2,75237.54,1,0,1,44220.4,0,True,False,False
2448,764,Male,3.367295829986474,10,124023.18,1,1,0,166188.28,0,False,True,False
2449,537,Female,3.8501476017100584,5,100727.5,1,0,1,140857.76,1,False,True,False
2450,589,Female,3.8501476017100584,10,107238.85,2,1,0,37024.28,0,True,False,False
2451,555,Male,3.2188758248682006,5,0.0,2,1,0,27513.47,0,True,False,False
2452,734,Female,3.4011973816621555,0,139994.66,1,1,0,17744.72,0,True,False,False
2453,783,Female,4.0943445622221,9,126224.87,1,1,1,4423.63,0,False,False,True
2454,678,Female,3.9512437185814275,1,145751.03,1,0,0,109718.44,1,False,True,False
2455,661,Male,3.871201010907891,5,0.0,1,0,1,107243.31,1,True,False,False
2456,607,Female,3.258096538021482,4,121166.89,1,0,1,115288.24,0,False,False,True
2457,537,Female,3.6635616461296463,1,0.0,2,0,1,41233.97,0,False,False,True
2458,513,Male,4.48863636973214,10,0.0,2,1,1,52952.24,0,False,False,True
2459,576,Male,4.1588830833596715,9,70655.48,1,0,0,78955.8,1,True,False,False
2460,660,Male,3.7376696182833684,1,129901.21,1,1,0,26025.6,1,False,True,False
2461,637,Male,3.713572066704308,8,125470.81,1,1,1,174536.17,0,True,False,False
2462,672,Female,3.9889840465642745,9,169406.33,4,1,1,147311.47,1,True,False,False
2463,629,Male,3.4965075614664802,2,0.0,2,0,1,77965.44,0,True,False,False
2464,583,Male,3.713572066704308,4,107041.3,1,1,1,5635.63,0,False,True,False
2465,763,Female,3.4965075614664802,10,95153.77,1,0,1,81310.1,0,False,False,True
2466,516,Male,3.4965075614664802,3,145166.09,2,0,0,111421.45,0,False,True,False
2467,617,Female,3.332204510175204,4,0.0,2,0,0,190269.21,0,True,False,False
2468,700,Male,3.6635616461296463,9,65962.63,1,1,1,100950.48,0,True,False,False
2469,727,Male,3.6109179126442243,6,140418.81,1,1,1,113033.73,1,False,True,False
2470,689,Female,3.4657359027997265,3,139799.63,1,0,1,120663.57,0,False,False,True
2471,626,Male,3.912023005428146,9,171787.84,2,1,0,187192.23,0,False,True,False
2472,686,Male,3.6635616461296463,6,149238.97,1,1,1,97825.23,0,True,False,False
2473,351,Female,4.060443010546419,4,163146.46,1,1,0,169621.69,1,False,True,False
2474,739,Female,3.6375861597263857,8,0.0,2,1,0,191557.1,1,True,False,False
2475,627,Male,3.4965075614664802,10,0.0,2,1,0,103287.62,0,True,False,False
2476,451,Female,3.6635616461296463,9,61482.47,1,1,1,167538.66,0,False,True,False
2477,512,Female,3.7376696182833684,8,145150.28,1,1,0,64869.32,1,True,False,False
2478,774,Female,3.7376696182833684,5,126670.37,1,1,0,102426.06,0,True,False,False
2479,652,Female,3.713572066704308,8,84390.8,2,0,1,107876.2,0,True,False,False
2480,638,Male,3.6375861597263857,2,89728.86,2,1,1,37294.88,0,False,True,False
2481,475,Female,4.060443010546419,1,0.0,2,1,0,89248.99,0,True,False,False
2482,567,Male,3.713572066704308,4,118628.8,1,0,0,91973.63,0,False,False,True
2483,750,Male,3.6375861597263857,3,0.0,2,1,0,16870.2,0,True,False,False
2484,850,Male,3.6888794541139363,6,96863.13,1,1,1,121681.19,0,True,False,False
2485,753,Female,3.6635616461296463,6,142263.45,1,0,1,33730.43,0,True,False,False
2486,683,Female,3.6109179126442243,7,0.0,2,1,0,104786.59,0,False,False,True
2487,710,Female,3.4965075614664802,3,0.0,1,1,0,94790.34,0,True,False,False
2488,645,Female,3.091042453358316,1,0.0,2,0,0,28726.07,0,False,False,True
2489,714,Male,3.367295829986474,6,122724.37,1,1,1,67057.27,0,True,False,False
2490,696,Female,3.58351893845611,4,174902.26,1,1,0,69079.85,0,False,True,False
2491,612,Female,3.295836866004329,4,0.0,2,1,1,179780.74,0,False,False,True
2492,520,Female,3.4657359027997265,3,108914.17,1,1,1,183572.39,1,False,True,False
2493,782,Male,3.1780538303479458,10,98052.66,1,1,1,142587.32,0,False,False,True
2494,666,Male,3.8501476017100584,5,123873.19,1,1,1,177844.06,0,True,False,False
2495,466,Female,4.04305126783455,2,111920.13,3,1,0,197634.11,1,False,True,False
2496,567,Female,3.828641396489095,4,0.0,2,0,1,121053.19,0,True,False,False
2497,613,Male,3.044522437723423,3,0.0,2,1,1,149613.77,0,True,False,False
2498,718,Male,3.6375861597263857,8,0.0,2,1,1,142.81,0,True,False,False
2499,614,Female,3.6375861597263857,8,75150.34,4,0,1,131766.67,1,True,False,False
2500,711,Male,3.6635616461296463,10,0.0,2,0,0,53311.78,0,True,False,False
2501,691,Female,3.6635616461296463,5,114753.76,1,1,0,107665.02,0,False,True,False
2502,527,Male,3.4965075614664802,0,0.0,1,1,0,109523.88,0,True,False,False
2503,476,Female,3.4965075614664802,6,111871.93,1,0,0,112132.86,0,True,False,False
2504,619,Female,3.828641396489095,0,0.0,2,0,0,113645.4,0,False,False,True
2505,607,Female,3.6375861597263857,4,135927.06,1,0,0,180890.4,0,False,True,False
2506,695,Male,3.8066624897703196,8,0.0,2,1,1,70974.13,0,False,False,True
2507,653,Male,3.5263605246161616,1,0.0,2,0,0,53379.52,0,True,False,False
2508,677,Male,3.8501476017100584,2,57037.74,1,1,1,158531.01,0,True,False,False
2509,655,Female,3.9318256327243257,10,0.0,4,1,0,179267.94,1,True,False,False
2510,625,Female,3.970291913552122,2,79468.96,1,1,1,84606.03,0,True,False,False
2511,679,Female,3.5553480614894135,7,121063.85,1,1,0,56984.58,0,False,True,False
2512,734,Male,3.9512437185814275,1,118537.47,1,1,1,116912.45,0,True,False,False
2513,666,Male,3.6888794541139363,10,0.0,2,1,0,102999.33,0,True,False,False
2514,592,Female,3.295836866004329,4,105082.07,2,1,0,132801.57,0,False,True,False
2515,564,Male,3.713572066704308,4,0.0,1,1,0,85455.62,1,True,False,False
2516,814,Female,3.6109179126442243,6,0.0,2,1,1,98657.01,0,True,False,False
2517,592,Male,3.6109179126442243,2,104702.65,2,1,0,107948.72,0,False,True,False
2518,758,Female,3.9318256327243257,2,95813.76,3,1,1,67944.09,1,True,False,False
2519,612,Female,4.143134726391533,0,167026.61,2,1,1,192892.05,0,False,False,True
2520,498,Male,4.127134385045092,7,102453.26,1,1,0,187247.56,1,False,True,False
2521,638,Male,3.258096538021482,4,148045.45,2,1,1,114722.42,0,False,True,False
2522,558,Male,3.58351893845611,1,0.0,2,0,0,111687.57,0,True,False,False
2523,756,Female,3.2188758248682006,1,0.0,2,1,0,184182.25,0,True,False,False
2524,782,Male,3.970291913552122,4,0.0,1,1,1,52759.82,1,False,False,True
2525,505,Male,3.5553480614894135,10,104498.79,1,0,1,126451.14,0,True,False,False
2526,671,Female,3.4011973816621555,6,0.0,2,0,0,12048.67,0,False,False,True
2527,801,Male,3.7612001156935624,6,0.0,2,1,1,95804.33,0,True,False,False
2528,604,Male,3.295836866004329,8,149542.52,2,0,1,197911.52,0,True,False,False
2529,716,Female,3.4011973816621555,10,87946.39,1,1,1,182531.74,0,True,False,False
2530,624,Female,3.828641396489095,3,68639.57,1,1,0,168002.31,1,True,False,False
2531,607,Male,3.871201010907891,4,148826.32,1,1,1,79450.61,0,False,True,False
2532,827,Female,4.110873864173311,2,0.0,2,0,1,60615.83,0,True,False,False
2533,606,Male,4.127134385045092,5,108166.09,2,0,1,8643.21,0,True,False,False
2534,717,Female,3.58351893845611,5,103214.71,1,1,0,172172.7,0,False,True,False
2535,651,Male,3.713572066704308,1,134760.21,2,0,0,174434.06,1,False,True,False
2536,691,Male,4.07753744390572,3,0.0,1,0,1,194930.3,1,True,False,False
2537,573,Female,3.5263605246161616,0,90124.64,1,1,0,137476.71,0,True,False,False
2538,723,Male,3.6635616461296463,6,0.0,2,1,1,94415.6,0,False,False,True
2539,584,Female,3.8501476017100584,6,87361.02,2,1,0,120376.87,1,False,True,False
2540,550,Female,3.828641396489095,8,111257.59,1,0,0,97623.42,1,False,True,False
2541,611,Female,4.127134385045092,3,131583.59,4,0,1,66238.23,1,True,False,False
2542,549,Male,3.7376696182833684,9,95020.8,3,1,1,131710.59,1,False,True,False
2543,850,Female,3.2188758248682006,1,0.0,2,0,1,69052.87,0,False,False,True
2544,668,Male,3.5553480614894135,5,80242.37,2,0,0,56780.97,0,False,True,False
2545,686,Female,3.784189633918261,0,0.0,1,1,1,170072.9,0,True,False,False
2546,660,Male,3.9318256327243257,1,0.0,3,1,1,191849.15,1,True,False,False
2547,682,Female,4.0943445622221,0,122661.39,1,0,1,84803.76,0,False,False,True
2548,524,Male,3.9318256327243257,4,0.0,2,1,1,31840.59,1,True,False,False
2549,645,Female,3.6109179126442243,8,0.0,2,1,1,12096.61,1,True,False,False
2550,850,Male,3.7612001156935624,0,0.0,2,1,0,44165.84,0,True,False,False
2551,537,Female,3.9889840465642745,3,0.0,1,1,1,91406.62,0,True,False,False
2552,599,Female,3.8501476017100584,7,81742.84,2,1,0,83282.21,0,False,False,True
2553,727,Male,4.276666119016055,8,0.0,1,1,1,198446.91,1,False,False,True
2554,756,Male,3.4339872044851463,2,145127.85,1,0,0,7554.68,0,False,False,True
2555,755,Male,3.6635616461296463,9,148912.44,1,1,0,80416.16,0,True,False,False
2556,634,Female,3.7376696182833684,4,0.0,2,1,1,164549.74,0,False,False,True
2557,837,Male,3.295836866004329,4,89900.24,2,1,0,175477.03,0,True,False,False
2558,727,Female,3.4339872044851463,8,119027.28,2,1,1,137903.54,0,False,True,False
2559,567,Female,3.713572066704308,2,105222.86,2,1,0,93795.86,0,False,True,False
2560,650,Female,3.4339872044851463,6,0.0,1,0,0,67997.13,1,False,False,True
2561,655,Male,3.5553480614894135,1,116114.93,1,1,1,49492.15,0,False,False,True
2562,763,Female,4.07753744390572,9,187911.55,1,0,1,35825.18,0,True,False,False
2563,843,Female,3.332204510175204,5,0.0,2,1,1,67494.23,0,True,False,False
2564,667,Female,3.6635616461296463,6,144432.04,1,1,1,73963.17,1,True,False,False
2565,705,Female,3.9318256327243257,4,77065.9,2,0,1,145159.26,0,True,False,False
2566,660,Female,3.4011973816621555,6,180520.29,1,1,1,123850.58,0,False,True,False
2567,553,Male,3.7612001156935624,1,0.0,2,0,0,23822.04,0,True,False,False
2568,612,Female,3.871201010907891,6,130024.87,1,1,1,45750.21,1,False,True,False
2569,641,Female,3.713572066704308,2,110086.69,1,1,0,159773.14,0,False,True,False
2570,513,Female,3.4657359027997265,5,174853.46,1,1,0,84238.63,0,False,False,True
2571,680,Male,3.8066624897703196,7,108724.98,1,0,1,72330.46,0,True,False,False
2572,711,Male,4.07753744390572,9,91285.13,2,1,1,26767.85,0,True,False,False
2573,689,Male,3.713572066704308,2,0.0,2,1,1,164768.82,0,False,False,True
2574,665,Female,3.9512437185814275,9,110610.41,2,0,1,1112.76,1,False,True,False
2575,551,Male,4.007333185232471,5,102994.04,1,1,0,176680.16,1,False,True,False
2576,645,Male,3.6109179126442243,4,59893.85,2,1,0,43999.64,0,False,False,True
2577,616,Male,3.4011973816621555,8,149318.55,1,1,0,140746.13,0,False,True,False
2578,582,Female,3.4965075614664802,1,116409.55,1,0,1,152790.92,0,True,False,False
2579,365,Male,3.4339872044851463,0,127760.07,1,1,0,81537.85,1,False,True,False
2580,697,Female,3.6635616461296463,6,132591.36,1,1,1,7387.8,1,False,True,False
2581,704,Male,3.4657359027997265,0,0.0,2,1,0,183038.33,0,True,False,False
2582,656,Female,3.8501476017100584,5,113402.14,2,1,1,138849.06,0,True,False,False
2583,712,Female,3.4657359027997265,7,0.0,2,1,0,170333.38,0,True,False,False
2584,748,Male,3.713572066704308,0,0.0,1,0,0,60416.76,0,True,False,False
2585,724,Male,3.367295829986474,9,0.0,2,1,1,100240.2,0,True,False,False
2586,691,Male,3.9318256327243257,6,136953.47,1,1,1,2704.98,0,True,False,False
2587,563,Male,3.5263605246161616,8,0.0,2,0,1,68815.05,0,True,False,False
2588,741,Male,3.4965075614664802,5,0.0,1,1,1,64839.23,0,True,False,False
2589,778,Male,3.8066624897703196,8,123863.64,1,1,0,144494.94,0,True,False,False
2590,848,Male,3.1354942159291497,7,120811.89,1,1,1,185510.34,0,False,False,True
2591,634,Male,3.6635616461296463,2,148430.55,1,1,1,56055.72,0,False,True,False
2592,505,Male,3.713572066704308,6,47869.69,2,1,1,155061.97,0,False,True,False
2593,692,Male,3.9889840465642745,7,150926.99,2,0,0,119817.19,0,False,True,False
2594,537,Female,3.871201010907891,6,103163.35,1,1,0,16259.64,1,False,True,False
2595,633,Male,3.4011973816621555,10,130206.28,1,1,0,184654.87,0,True,False,False
2596,833,Female,3.367295829986474,4,136674.51,2,0,0,5278.78,0,True,False,False
2597,592,Female,3.713572066704308,2,200322.45,1,1,1,113244.73,0,False,False,True
2598,587,Male,3.8918202981106265,1,0.0,2,1,1,8908.0,0,False,False,True
2599,550,Male,4.143134726391533,7,80927.56,1,0,1,64490.67,0,False,False,True
2600,680,Female,3.2188758248682006,10,0.0,3,1,0,154971.63,1,True,False,False
2601,622,Female,3.7376696182833684,9,0.0,2,1,1,155786.39,0,False,False,True
2602,594,Male,3.367295829986474,0,142574.71,2,1,0,129084.82,0,False,True,False
2603,643,Female,3.5553480614894135,7,160426.07,1,0,1,188533.11,0,False,True,False
2604,540,Male,3.258096538021482,5,116160.23,1,1,0,13411.67,0,True,False,False
2605,635,Female,3.5553480614894135,5,98683.47,2,1,0,15733.19,0,False,False,True
2606,657,Male,3.4965075614664802,3,118829.03,2,1,1,73127.61,0,True,False,False
2607,814,Male,3.4657359027997265,1,118870.92,1,1,0,101704.19,0,True,False,False
2608,600,Male,3.4965075614664802,1,0.0,1,1,1,101986.16,0,True,False,False
2609,682,Female,3.8501476017100584,2,0.0,1,1,1,114442.66,0,True,False,False
2610,682,Male,3.6635616461296463,4,107192.38,1,1,1,15669.17,0,True,False,False
2611,566,Male,3.7612001156935624,3,108010.78,1,1,1,157486.1,0,True,False,False
2612,550,Male,3.5553480614894135,3,0.0,2,0,0,131281.28,0,False,False,True
2613,630,Male,3.295836866004329,7,129837.72,2,0,1,197001.15,0,True,False,False
2614,546,Female,4.07753744390572,3,106458.31,4,1,0,128881.87,1,False,True,False
2615,486,Male,4.1588830833596715,9,97009.15,1,1,1,85101.0,0,True,False,False
2616,762,Male,3.58351893845611,9,122929.42,2,0,0,149822.04,0,False,False,True
2617,692,Male,3.828641396489095,6,152296.83,4,0,1,108040.86,1,False,True,False
2618,498,Female,3.4339872044851463,1,0.0,2,0,0,135795.53,0,True,False,False
2619,850,Male,3.912023005428146,8,0.0,1,0,0,25867.67,1,False,False,True
2620,603,Male,3.58351893845611,6,128993.76,2,1,0,130483.56,0,True,False,False
2621,551,Female,3.6109179126442243,5,0.0,1,1,0,183479.12,0,True,False,False
2622,627,Male,3.332204510175204,0,185267.45,2,1,1,77027.34,0,False,True,False
2623,515,Female,3.367295829986474,9,0.0,2,0,0,94141.75,0,True,False,False
2624,605,Female,3.4011973816621555,3,116805.82,1,0,0,4092.75,0,False,False,True
2625,567,Male,3.4011973816621555,5,129750.68,1,1,0,109257.59,0,False,True,False
2626,568,Female,3.4011973816621555,2,129177.01,2,0,1,104617.99,0,False,True,False
2627,571,Male,3.258096538021482,6,82506.72,2,1,0,167705.07,0,False,True,False
2628,634,Male,3.8918202981106265,2,107247.69,1,1,1,103712.05,1,False,True,False
2629,768,Female,3.7612001156935624,3,0.0,1,0,0,161242.99,1,False,False,True
2630,554,Female,3.6109179126442243,3,157780.93,2,1,0,6089.13,0,False,True,False
2631,629,Male,3.58351893845611,1,172170.36,1,1,1,159777.37,0,True,False,False
2632,638,Male,3.8918202981106265,2,0.0,2,1,1,7919.08,0,False,False,True
2633,576,Male,3.7376696182833684,1,0.0,1,1,1,188274.6,0,True,False,False
2634,661,Female,3.7612001156935624,9,75361.44,1,1,0,27608.12,1,False,False,True
2635,592,Female,3.332204510175204,4,0.0,2,1,1,183569.25,0,True,False,False
2636,702,Male,3.4339872044851463,2,0.0,2,1,1,145537.32,0,False,False,True
2637,647,Female,3.4011973816621555,0,98263.46,2,1,0,164717.95,0,True,False,False
2638,593,Male,3.784189633918261,9,0.0,2,1,1,76357.43,0,True,False,False
2639,712,Female,3.713572066704308,3,109308.79,2,1,0,120158.72,1,False,True,False
2640,625,Female,3.4657359027997265,8,0.0,2,1,0,151843.54,0,False,False,True
2641,538,Female,3.367295829986474,6,164365.44,1,0,1,5698.97,0,False,True,False
2642,637,Female,3.1354942159291497,5,98800.0,1,1,0,122865.55,0,False,False,True
2643,632,Male,3.332204510175204,4,193125.85,1,1,1,152665.85,0,True,False,False
